"Notes"	"State"	"State Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Year of Death"	"Year of Death Code"	"Month"	"Month Code"	Deaths	Births	Death Rate
	"Michigan"	"26"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	10	2060	4.85 (Unreliable)
	"North Carolina"	"37"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	10	2060	4.85 (Unreliable)
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	21	4312	4.87
	"Michigan"	"26"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	11	2253	4.88 (Unreliable)
	"North Carolina"	"37"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	10	2041	4.90 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	34	6929	4.91
	"Pennsylvania"	"42"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	15	3056	4.91 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	19	3868	4.91 (Unreliable)
	"Illinois"	"17"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	12	2433	4.93 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	11	2229	4.93 (Unreliable)
	"California"	"06"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	44	8904	4.94
	"Texas"	"48"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	39	7883	4.95
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	11	2223	4.95 (Unreliable)
	"Pennsylvania"	"42"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	12	2415	4.97 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	34	6822	4.98
	"Texas"	"48"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	39	7824	4.98
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	14	2807	4.99 (Unreliable)
	"New York"	"36"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	15	3003	5.00 (Unreliable)
	"New Jersey"	"34"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	12	2401	5.00 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	10	1998	5.01 (Unreliable)
	"Pennsylvania"	"42"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	11	2196	5.01 (Unreliable)
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	22	4391	5.01
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	10	1995	5.01 (Unreliable)
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"June"	"6"	20	3987	5.02
	"Pennsylvania"	"42"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	15	2978	5.04 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"June"	"6"	10	1979	5.05 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"June"	"6"	26	5138	5.06
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	17	3357	5.06 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	13	2566	5.07 (Unreliable)
	"Pennsylvania"	"42"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	13	2563	5.07 (Unreliable)
	"Michigan"	"26"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	10	1962	5.10 (Unreliable)
	"Pennsylvania"	"42"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	14	2741	5.11 (Unreliable)
	"New York"	"36"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	15	2934	5.11 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	13	2507	5.19 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	14	2695	5.19 (Unreliable)
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	11	2117	5.20 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	10	1918	5.21 (Unreliable)
	"Illinois"	"17"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	15	2875	5.22 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	37	7089	5.22
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	11	2099	5.24 (Unreliable)
	"Michigan"	"26"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	11	2097	5.25 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"June"	"6"	14	2667	5.25 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	10	1902	5.26 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	13	2465	5.27 (Unreliable)
	"Texas"	"48"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	37	7014	5.28
	"Florida"	"12"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	23	4358	5.28
	"Texas"	"48"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	35	6629	5.28
	"Michigan"	"26"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	12	2271	5.28 (Unreliable)
	"California"	"06"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	33	6237	5.29
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	19	3586	5.30 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	10	1886	5.30 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	13	2450	5.31 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	37	6950	5.32
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	10	1876	5.33 (Unreliable)
	"Illinois"	"17"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	14	2621	5.34 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	11	2058	5.34 (Unreliable)
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	23	4299	5.35
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	10	1866	5.36 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	10	1861	5.37 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	29	5387	5.38
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	12	2227	5.39 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	19	3514	5.41 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	11	2031	5.42 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	10	1845	5.42 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	12	2211	5.43 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	22	4050	5.43
	"New York"	"36"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	14	2567	5.45 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	20	3664	5.46
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	14	2561	5.47 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	10	1819	5.50 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	15	2723	5.51 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	23	4175	5.51
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	12	2173	5.52 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	12	2170	5.53 (Unreliable)
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	13	2347	5.54 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	23	4145	5.55
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	23	4143	5.55
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	12	2159	5.56 (Unreliable)
	"Pennsylvania"	"42"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	15	2678	5.60 (Unreliable)
	"North Carolina"	"37"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	12	2136	5.62 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	10	1766	5.66 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	15	2637	5.69 (Unreliable)
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	24	4196	5.72
	"North Carolina"	"37"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	12	2091	5.74 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	10	1742	5.74 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	19	3309	5.74 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	11	1913	5.75 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	11	1912	5.75 (Unreliable)
	"Michigan"	"26"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	12	2085	5.76 (Unreliable)
	"Michigan"	"26"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	11	1907	5.77 (Unreliable)
	"Pennsylvania"	"42"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	17	2947	5.77 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	10	1726	5.79 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	14	2414	5.80 (Unreliable)
	"Michigan"	"26"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	12	2069	5.80 (Unreliable)
	"New York"	"36"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	15	2586	5.80 (Unreliable)
	"North Carolina"	"37"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	12	2067	5.81 (Unreliable)
	"Florida"	"12"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	22	3788	5.81
	"Texas"	"48"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	41	7039	5.82
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	32	5482	5.84
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	10	1713	5.84 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	15	2563	5.85 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	11	1879	5.85 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	15	2538	5.91 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	33	5583	5.91
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	29	4903	5.91
	"Arizona"	"04"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	10	1688	5.92 (Unreliable)
	"Michigan"	"26"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	12	2022	5.93 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	16	2692	5.94 (Unreliable)
	"Indiana"	"18"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	10	1682	5.95 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	11	1847	5.96 (Unreliable)
	"New York"	"36"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	10	1679	5.96 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	12	2006	5.98 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	13	2173	5.98 (Unreliable)
	"Texas"	"48"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	44	7352	5.98
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	12	2005	5.99 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	13	2168	6.00 (Unreliable)
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	12	1996	6.01 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	10	1661	6.02 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	10	1660	6.02 (Unreliable)
	"New York"	"36"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	10	1660	6.02 (Unreliable)
	"Arizona"	"04"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	10	1656	6.04 (Unreliable)
	"Arizona"	"04"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	10	1649	6.06 (Unreliable)
	"New York"	"36"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	10	1648	6.07 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	30	4944	6.07
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	15	2467	6.08 (Unreliable)
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	26	4275	6.08
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"February"	"2"	22	3605	6.10
	"California"	"06"	"30-34 years"	"30-34"	"Asian"	"A"	"2021"	"2021"	"February"	"2"	11	1798	6.12 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	33	5372	6.14
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	11	1790	6.15 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	21	3408	6.16
	"Illinois"	"17"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	12	1942	6.18 (Unreliable)
	"Michigan"	"26"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	11	1774	6.20 (Unreliable)
	"Pennsylvania"	"42"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	17	2734	6.22 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	37	5915	6.26
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	35	5562	6.29
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	34	5392	6.31
	"Virginia"	"51"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	11	1743	6.31 (Unreliable)
	"California"	"06"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	25	3955	6.32
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	12	1888	6.36 (Unreliable)
	"Tennessee"	"47"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	11	1725	6.38 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	10	1564	6.39 (Unreliable)
	"Ohio"	"39"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	16	2500	6.40 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	11	1718	6.40 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	12	1868	6.42 (Unreliable)
	"New York"	"36"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	11	1706	6.45 (Unreliable)
	"Arizona"	"04"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	10	1546	6.47 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	10	1545	6.47 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	12	1854	6.47 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"November"	"11"	11	1697	6.48 (Unreliable)
	"Tennessee"	"47"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	10	1540	6.49 (Unreliable)
	"Arizona"	"04"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	10	1539	6.50 (Unreliable)
	"New York"	"36"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"December"	"12"	11	1687	6.52 (Unreliable)
	"Pennsylvania"	"42"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	16	2453	6.52 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	13	1989	6.54 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	35	5302	6.60
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	15	2260	6.64 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	10	1504	6.65 (Unreliable)
	"North Carolina"	"37"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	13	1944	6.69 (Unreliable)
	"Pennsylvania"	"42"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	15	2233	6.72 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	11	1637	6.72 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	10	1487	6.72 (Unreliable)
	"Georgia"	"13"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	11	1635	6.73 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	33	4900	6.73
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	13	1928	6.74 (Unreliable)
	"Indiana"	"18"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"May"	"5"	10	1479	6.76 (Unreliable)
	"Michigan"	"26"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	14	2064	6.78 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	10	1470	6.80 (Unreliable)
	"Virginia"	"51"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"September"	"9"	10	1468	6.81 (Unreliable)
	"Indiana"	"18"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	12	1761	6.81 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"January"	"1"	11	1610	6.83 (Unreliable)
	"Florida"	"12"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	22	3201	6.87
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"October"	"10"	11	1592	6.91 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	11	1589	6.92 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"October"	"10"	15	2158	6.95 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	12	1724	6.96 (Unreliable)
	"Ohio"	"39"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	18	2576	6.99 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"March"	"3"	12	1716	6.99 (Unreliable)
	"Arizona"	"04"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"June"	"6"	11	1565	7.03 (Unreliable)
	"Michigan"	"26"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"February"	"2"	13	1848	7.03 (Unreliable)
	"Virginia"	"51"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	11	1556	7.07 (Unreliable)
	"Wisconsin"	"55"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"August"	"8"	10	1412	7.08 (Unreliable)
	"Virginia"	"51"	"25-29 years"	"25-29"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	10	1407	7.11 (Unreliable)
	"Texas"	"48"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"April"	"4"	35	4923	7.11
	"Tennessee"	"47"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"December"	"12"	12	1686	7.12 (Unreliable)
	"Tennessee"	"47"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"January"	"1"	10	1403	7.13 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"August"	"8"	14	1963	7.13 (Unreliable)
	"Florida"	"12"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"July"	"7"	15	2099	7.15 (Unreliable)
	"Tennessee"	"47"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"November"	"11"	11	1539	7.15 (Unreliable)
	"Wisconsin"	"55"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"March"	"3"	11	1537	7.16 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	11	1537	7.16 (Unreliable)
	"Tennessee"	"47"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"April"	"4"	10	1382	7.24 (Unreliable)
	"Georgia"	"13"	"25-29 years"	"25-29"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	14	1919	7.30 (Unreliable)
	"Virginia"	"51"	"30-34 years"	"30-34"	"White"	"2106-3"	"2021"	"2021"	"May"	"5"	14	1916	7.31 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	11	1501	7.33 (Unreliable)
	"Missouri"	"29"	"30-34 years"	"30-34"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	10	1363	7.34 (Unreliable)
	"Ohio"	"39"	"20-24 years"	"20-24"	"White"	"2106-3"	"2022"	"2022"	"July"	"7"	12	1629	7.37 (Unreliable)
	"Texas"	"48"	"15-19 years"	"15-19"	"White"	"2106-3"	"2021"	"2021"	"September"	"9"	12	1624	7.39 (Unreliable)
